label,title,content
1,Life savers!,This is my lil' sisters favorite toy. She got it when she was a baby and it broke. i didn't know where to go to get her a new. they had it when no one else did and its exactly the same as when she was lil' perfect and hopefully it won't break for another 9 years.
0,the worst movie ever made,well actually I give this a -1 I mean how can anybody like this. Sure qui gon was good but JarJar was THE WORST THING TO EVER BE ON STAR WARS!!!!!!!!! If you haven't seen it he talks like this (meso stupid).Obi wan is Ok I only liked Mauls lightsaber there was no point to the pod race Aniken dosen't do anything until the next 2 movies no action to it exept when Obi wan fights Maul.DO NOT BUY THIS MOVIE!!!!!!!!!!!!!!!!!!!!!!!!!!
1,favorite,"purchased 2 copies of this,1 for me,and 1 for a sister,all the songs are beautiful,and the price,and shipping was great,Thanks,great service"
0,"Thin and Loud, but Warm","We were pretty disappointed in this item. Somehow, we trusted the color in the title ""teal"" as opposed to the color in the picture, which is a sort of rusted copper. The actual color is basically just like it looks in the picture but it is certainly not teal! Anyway, that was my bad for not believing the pic but the real reason we don't give it a good rating is because it is VERY thin and every time it moves, it sounds like a sleeping bag ... loud! It also constantly slips off of our bed, just like a sleeping bag would. The only redeeming quality - and the reason it gets two stars instead of one - is that it is pretty warm. I wouldn't buy it again, but at the price we paid ($30-ish) I wouldn't return it either. It will be nice for guests or as an emergency backup for cold weather."
0,What a waste,This was a waste of a movie. Not even worth the time we spent watching it. Its so poor that it is not even worth the twenty words needed for this review. Don't waste your time or money.
1,Great for kids,"Super plush toy, soft and durable, have had for over 2 months and still looks brand new. Any kids who love elmo will love this!"
1,oh yeah,Great mic. I love the sound quality that thia mixc gives me. I take it to the other studio that I use
0,It Broke!,"This hair dryer worked well for a few weeks, and I was impressed with the speed I could dry my hair and the softness from the Ionic stuff. However, after a few weeks of use it broke. It over-heated and then the off switch wouldn't work, so whenever it was plugged in, it was on! Very disappointed, as I was enjoying my new dryer!"
0,Inaccuracy Kills Book,"Pardon my diatribe, but this book is the worst historical fiction ever written. Anyone even vaguely familiar with Poe's life with be appalled at the grossly negligent treatment of him as a drunk without a single moral in his being. Avi can't ever seem to hold a thought together, and relies heavily on the descriptions of Poe, appearing every other page, emptying a bottle. ""Poe"" in this book should not be confused with the real Poe. And I suggest for better reading to check out something written BY Poe."
1,Sony digital 8/hi8/std8mm Walkman,"May be the last of its type to play both analog 8 and digital 8. Have been told Sony's newer digital8 camcorders are not backward compatible! Only drawback to this item (our business now has 4 of them) is that as they age, the circuit boards start to give the wrong instructions, i.e., our oldest model will often go into record mode when hitting ""play."" Suggest you always close record tab (why did Sony reverse the record tab procedure that other tape formats use????) before hitting play and the problem will not occur. This has been a vital item for our video transfer business, but not necessarily an item the average consumer needs."
1,Great Story Line/Action!!,I didn't give it a 5 star because it was a little to bloody/gasping for me but I LOVE karate movies. The nite fight scenes added suspense which I love also. :). Just a liiiiittle too graphic when a head got chopped off. Eeek!!
